Galileo,36,1,0,9,11,2,210,50364401,2567333885,2625961732,3481059328,2732245881,3529180778,2863287431,2214543360,1
Galileo,36,1,0,9,11,2,72,87392163,4052747040,3892911217,1114275840,2863306231,1216771882,2863291384,3388948480,1
Galileo,14,1,0,9,3,2,232,87392163,4052778655,2458459249,1114275840,2863300608,42,2863284657,1094664192,1
Galileo,36,1,0,9,11,2,4,9786709,1431655765,1431655765,1379450880,2726679678,67108906,2863285288,4244586496,1
Galileo,14,1,0,9,3,2,232,9786709,1431655765,1431655765,1379450880,2726674432,42,2863287417,415186944,1
Galileo,36,1,0,9,11,2,0,100663296,83886077,305172105,3796303872,2486861824,42,2863299366,4190060544,1
Galileo,14,1,0,9,3,2,0,100663296,83886077,305172105,3796303872,2486861824,42,2863299366,4190060544,1
Galileo,36,1,0,9,11,2,0,119112036,35674023,1140505876,4279746560,2913288192,42,2863291391,3116318720,1
Galileo,14,1,0,9,3,2,0,128547428,39868327,66764052,4279664640,2603958272,42,2863290061,88031232,1
Galileo,36,1,0,9,11,2,0,136310192,213003,45494881,121421824,2885189632,42,2863295910,3359588352,1
Galileo,27,1,0,9,7,2,63,9786709,1431655765,1431655765,1379450880,2726871184,1062137386,2863292688,645873664,1
Galileo,14,1,0,9,3,2,201,9786709,1431655765,1431655765,1379450880,2726871040,42,2863291770,2608807936,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2726903808,42,2863299598,3527360512,1
Galileo,14,1,0,9,3,2,201,9786709,1431655765,1431655765,1379450880,2726903808,42,2863299598,3527360512,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2726936576,42,2863293218,3942596608,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2726969344,42,2863292277,2122268672,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727002112,42,2863284313,1186938880,1
Galileo,36,1,0,9,11,2,0,87392163,4052747040,3892911217,1177190400,2863300608,42,2863293594,1031749632,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727133184,42,2863294269,553598976,1
Galileo,14,1,0,9,3,2,209,35564361,2833123573,4133573918,1570865152,3053862912,42,2863298799,3070181376,1
Galileo,27,1,0,9,7,2,170,67132160,654314300,738091751,4026482688,2864730511,2860547242,2863289285,1895776256,1
Galileo,36,1,0,9,11,2,0,100663296,83886077,305172105,3796303872,2490793984,42,2863291946,113197056,1
Galileo,36,1,0,9,11,2,0,152666593,2248063743,2687893776,837402624,2617065472,42,2863295943,847200256,1
Galileo,36,1,0,9,11,2,0,169321119,3760671743,872407040,2566782976,2760081408,42,2863300021,1765752832,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727362560,42,2863299954,2046771200,1
Galileo,14,1,0,9,3,2,32,9786709,1431655765,1431655765,1379450880,2727362560,42,2863299954,2046771200,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727395328,42,2863293022,1094664192,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727428096,42,2863285034,142557184,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727460864,42,2863291398,817840128,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727493632,42,2863292497,2755608576,1
Galileo,27,1,0,9,7,2,36,87392163,4052746560,1476992113,1240104960,2863313324,620113194,2863288863,4223614976,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727624704,42,2863286069,3263119360,1
Galileo,36,1,0,9,11,2,0,9786709,1431655765,1431655765,1379450880,2727657472,42,2863290393,4206837760,1
Galileo,14,1,0,9,3,2,32,9786709,1431655765,1431655765,1379450880,2727657472,42,2863290393,4206837760,1
