16:42:28.9667,Galileo,13,1,0,9,6,2,72,9786709,1431655765,1431655765,1379696640,2401330113,1215068330,2863284237,1912553472,1
16:42:29.0506,Galileo,4,1,0,9,7,2,0,9786709,1431655765,1431655765,1379696640,2401320960,42,2863296273,1631535104,1
16:42:30.9458,Galileo,4,1,0,9,7,2,0,9786709,1431655765,1431655765,1379696640,2401353728,42,2863296573,1509900288,1
16:42:37.0397,Galileo,4,1,0,9,7,2,0,52133873,2210961854,3582334082,3334373376,2337980416,42,2863293984,2046771200,1
16:42:38.9900,Galileo,13,1,0,9,6,2,73,86736787,4091543648,134815303,2448064512,2863305556,4167490602,2863293786,2143240192,1
16:42:47.0106,Galileo,13,1,0,9,6,2,73,68996352,553639461,4160977898,3892314112,2252362862,3262183594,2863287227,905920512,1
16:42:48.9554,Galileo,19,1,0,9,3,2,73,117440511,4244635650,303599497,3796123648,3107100848,3175729514,2863285140,1459568640,1
16:42:49.0461,Galileo,4,1,0,9,7,2,73,117440511,4244635650,303599497,3796123648,3107094528,42,2863295297,2659139584,1
16:43:14.9750,Galileo,13,1,0,9,6,2,47,35451522,2723842598,1413509559,1371521024,2150782100,803311850,2863296228,4148117504,1
16:43:15.0441,Galileo,4,1,0,9,7,2,0,35342318,25430460,2029018663,3027812352,2307604480,42,2863290902,3527360512,1
16:43:20.9850,Galileo,13,1,0,9,6,2,73,154989481,1006603264,134261418,2863300608,2863307329,23752490,2863288678,2566864896,1
16:43:27.9899,Galileo,27,1,0,9,1,2,73,9786709,1431655765,1431655765,1379696640,2402271531,981922026,2863295208,2780774400,1
16:43:44.9390,Galileo,13,1,0,9,6,2,73,35451522,2723842598,1413509559,1371521024,2150782097,3914560554,2863292748,4211032064,1
16:43:46.9947,Galileo,13,1,0,9,6,2,73,68996352,553639461,4160977898,3892314112,2252362960,2279391978,2863291170,2843688960,1
16:43:47.9499,Galileo,27,1,0,9,1,2,202,68999936,234886437,4227750318,4160700416,2881508424,3686596394,2863287111,1782530048,1
16:43:49.9010,Galileo,27,1,0,9,1,2,203,117440511,4244635650,303599497,3796123648,3114962924,3077999658,2863300080,3107930112,1
16:43:51.0291,Galileo,13,1,0,9,6,2,128,121434908,35657772,3754430427,4279828480,3106241798,2161829610,2863291298,2495561728,1
16:43:51.0477,Galileo,4,1,0,9,7,2,0,131919132,33560621,2680688604,2132279296,2470789120,42,2863294155,1426014208,1
16:44:46.6297,Galileo,13,1,0,9,6,2,73,68996352,553639461,4160977898,3892314112,2252363075,508623338,2863286985,2965323776,1
16:44:51.0850,Galileo,15,1,0,9,2,2,73,121434881,1431655765,1431655765,1431650304,2505400518,2161306154,2863291299,2340372480,1
16:44:56.0197,Galileo,4,1,0,9,7,2,73,9786709,1431655765,1431655765,1379696640,2403745792,42,2863286680,1652506624,1
16:45:11.1389,Galileo,27,1,0,9,1,2,233,9786709,1431655765,1431655765,1379696640,2403989077,236002447,268588741,3888070656,1
16:45:32.1491,Galileo,13,1,0,9,6,2,73,9786709,1431655765,1431655765,1379696640,2404349671,1319658666,2863288953,486490112,1
16:45:33.0489,Galileo,15,1,0,9,2,2,241,9786709,1431655765,1431655765,1379696640,2404337991,1288800618,2863292062,1153384448,1
16:45:42.0592,Galileo,15,1,0,9,2,2,73,9786709,1431655765,1431655765,1379696640,2404509845,2919235626,2863294606,71254016,1
16:45:48.0487,Galileo,27,1,0,9,1,2,247,117440511,4244635650,303599497,3796123648,3130688767,1407974378,2863292918,2847883264,1
16:45:50.0018,Galileo,13,1,0,9,6,2,128,121434932,12604187,1949426949,4278370304,2825216198,2161629738,2863300558,3170844672,1
16:46:12.9133,Galileo,19,1,0,9,3,2,73,9786709,1431655765,1431655765,1379696640,2405004948,3472883754,2863286526,3040821248,1
16:46:14.5771,Galileo,19,1,0,9,3,2,73,35440625,1240058315,1057693225,817938432,2316391554,2233864170,2863294530,3619635200,1
16:46:15.5694,Galileo,27,1,0,9,1,2,73,35446089,9488878,3131129242,1439023104,3073528977,496209386,2863299042,3409920000,1
16:46:17.0271,Galileo,13,1,0,9,6,2,73,68996352,553639461,4160977898,3892314112,2252362811,4105756202,2863297199,4185866240,1
16:46:18.5984,Galileo,19,1,0,9,3,2,73,117440511,4244635650,303599497,3796123648,3134632608,4075384170,2863286058,3095347200,1
16:46:51.0149,Galileo,19,1,0,9,3,2,73,121434881,1431655765,1431655765,1431650304,2505400513,23451114,2863285585,2864660480,1
16:47:31.0156,Galileo,19,1,0,9,3,2,73,9786709,1431655765,1431655765,1379696640,2406271501,4247978,2863295002,1086275584,1
16:47:31.0457,Galileo,13,1,0,9,6,2,3,9786709,1431655765,1431655765,1379696640,2406279191,62976938,2863297999,1086275584,1
16:47:39.0379,Galileo,19,1,0,9,3,2,191,86736787,4091575935,2684952135,3077210112,2863305544,3213462890,2863284687,1023361024,1
